2022-06-25 13:11:50,250 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 13:11:50,079 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 13:11:50,262 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 13:11:52,708 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=889642b1-72ce-405e-9383-786e0f128f3c{ip: 172.25.0.104, host: ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1055058030962, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-25 13:11:52,718 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=2997a1d0-7baf-4c64-896f-f06f0be24896{ip: 172.25.0.103, host: a2518af06612, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1054173574223, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-25 13:11:52,744 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=8912e86e-1bd8-47b5-b54d-4610e6e87338{ip: 172.25.0.102, host: ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1054833403056, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-25 13:11:54,069 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=2997a1d0-7baf-4c64-896f-f06f0be24896, command=[]} | ret=SUCCESS |  
2022-06-25 13:11:54,540 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=889642b1-72ce-405e-9383-786e0f128f3c, command=[]} | ret=SUCCESS |  
2022-06-25 13:11:54,645 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=8912e86e-1bd8-47b5-b54d-4610e6e87338, command=[]} | ret=SUCCESS |  
2022-06-25 13:11:56,220 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=889642b1-72ce-405e-9383-786e0f128f3c, command=[]} | ret=SUCCESS |  
2022-06-25 13:11:56,596 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=8912e86e-1bd8-47b5-b54d-4610e6e87338, command=[]} | ret=SUCCESS |  
2022-06-25 13:12:02,662 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=2997a1d0-7baf-4c64-896f-f06f0be24896, command=[]} | ret=SUCCESS |  
2022-06-25 13:12:04,430 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=8912e86e-1bd8-47b5-b54d-4610e6e87338, command=[]} | ret=SUCCESS |  
2022-06-25 13:12:04,761 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=889642b1-72ce-405e-9383-786e0f128f3c, command=[]} | ret=SUCCESS |  
2022-06-25 13:12:04,935 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=889642b1-72ce-405e-9383-786e0f128f3c, command=[]} | ret=SUCCESS |  
2022-06-25 13:12:05,939 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=2997a1d0-7baf-4c64-896f-f06f0be24896, command=[]} | ret=SUCCESS |  
