2022-08-09 16:02:17,399 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1660060937048, modificationTime=1660060937048, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2022-08-09 16:02:17,537 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660060937430, bucketEncryptionKey=null, modificationTime=1660060937430, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:02:18,662 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=ockg/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:02:22,895 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=ockg/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-08-09 16:02:28,576 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=omkg/0, dataSize=268435456, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:02:28,715 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=omkg/0, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:02:34,160 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=vol1, bucket=ombg0, bucketLayout=LEGACY, gdprEnabled=null, acls=[], isVersionEnabled=false, storageType=DISK, creationTime=1660060954140, bucketEncryptionKey=null, modificationTime=1660060954140, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:02:39,455 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=ockr/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:02:41,420 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=ockr/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-08-09 16:02:46,739 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=DELETE_KEY {volume=vol1, bucket=bucket1, key=ockr/0, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:02:52,270 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=vol1, bucket=ombr0, bucketLayout=LEGACY, gdprEnabled=null, acls=[], isVersionEnabled=false, storageType=DISK, creationTime=1660060972244, bucketEncryptionKey=null, modificationTime=1660060972244, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:02:56,745 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=DELETE_BUCKET {volume=vol1, bucket=ombr0} | ret=SUCCESS |  
2022-08-09 16:03:16,617 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=25044-source, creationTime=1660060996604, modificationTime=1660060996604, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854769408, updateID=25} | ret=SUCCESS |  
2022-08-09 16:03:20,525 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=25044-target, creationTime=1660061000506, modificationTime=1660061000506, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854768896, updateID=27} | ret=SUCCESS |  
2022-08-09 16:03:24,693 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-source, bucket=readable-bucket, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061004669, bucketEncryptionKey=null, modificationTime=1660061004669, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:03:28,911 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ALLOCATE_KEY {volume=25044-source, bucket=readable-bucket, key=key-in-readable-bucket, dataSize=946, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:03:31,431 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=COMMIT_KEY {volume=25044-source, bucket=readable-bucket, key=key-in-readable-bucket, dataSize=946, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-08-09 16:03:35,629 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-source, bucket=unreadable-bucket, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061015593, bucketEncryptionKey=null, modificationTime=1660061015593, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:03:39,534 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=readable-link, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061019519, bucketEncryptionKey=null, modificationTime=1660061019519, sourceVolume=25044-source, sourceBucket=readable-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:03:43,985 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=unreadable-link, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061023962, bucketEncryptionKey=null, modificationTime=1660061023962, sourceVolume=25044-source, sourceBucket=readable-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:03:48,071 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=link-to-unreadable-bucket, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061028048, bucketEncryptionKey=null, modificationTime=1660061028048, sourceVolume=25044-source, sourceBucket=unreadable-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:03:52,377 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=volume, storageType=ozone, volume=25044-target, bucket=null, key=null, acl=[user:testuser2/scm@EXAMPLE.COM:r[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:03:56,323 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=volume, storageType=ozone, volume=25044-source, bucket=null, key=null, acl=[user:testuser2/scm@EXAMPLE.COM:rl[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:04:00,362 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=bucket, storageType=ozone, volume=25044-source, bucket=readable-bucket, key=null, acl=[user:testuser2/scm@EXAMPLE.COM:rl[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:04:04,962 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=bucket, storageType=ozone, volume=25044-target, bucket=readable-link, key=null, acl=[user:testuser2/scm@EXAMPLE.COM:r[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:04:08,857 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=bucket, storageType=ozone, volume=25044-target, bucket=link-to-unreadable-bucket, key=null, acl=[user:testuser2/scm@EXAMPLE.COM:r[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:04:12,824 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=dangling-link, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061052806, bucketEncryptionKey=null, modificationTime=1660061052806, sourceVolume=25044-source, sourceBucket=no-such-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:04:21,328 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=link1, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061061312, bucketEncryptionKey=null, modificationTime=1660061061312, sourceVolume=25044-source, sourceBucket=bucket1, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:04:25,327 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-source, bucket=bucket1, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061065304, bucketEncryptionKey=null, modificationTime=1660061065304, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:04:29,486 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ALLOCATE_KEY {volume=25044-target, bucket=link1, key=key1, dataSize=946, replicationType=NONE, replicationFactor=ZERO, sourceVolume=25044-source, sourceBucket=bucket1} | ret=SUCCESS |  
2022-08-09 16:04:31,800 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=COMMIT_KEY {volume=25044-source, bucket=bucket1, key=key1, dataSize=946, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-08-09 16:04:42,741 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ALLOCATE_KEY {volume=25044-source, bucket=bucket1, key=key2, dataSize=17526, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-08-09 16:04:44,593 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=COMMIT_KEY {volume=25044-source, bucket=bucket1, key=key2, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-08-09 16:05:04,331 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=DELETE_KEY {volume=25044-target, bucket=link1, key=key2, dataSize=0, replicationType=NONE, replicationFactor=ZERO, sourceVolume=25044-source, sourceBucket=bucket1} | ret=SUCCESS |  
2022-08-09 16:05:21,573 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=bucket, storageType=ozone, volume=25044-target, bucket=link1, key=null, acl=[user:user1:rwxy[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:05:34,145 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=ADD_ACL {resourceType=bucket, storageType=ozone, volume=25044-source, bucket=bucket1, key=null, acl=[group:group2:r[ACCESS]]} | ret=SUCCESS |  
2022-08-09 16:05:46,400 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=link2, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061146372, bucketEncryptionKey=null, modificationTime=1660061146372, sourceVolume=25044-source, sourceBucket=bucket2, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-08-09 16:05:50,381 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=link2, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061150354, bucketEncryptionKey=null, modificationTime=1660061150354, usedBytes=0, usedNamespace=0} | ret=FAILURE | BUCKET_ALREADY_EXISTS org.apache.hadoop.ozone.om.exceptions.OMException: Bucket already exist
	at org.apache.hadoop.ozone.om.request.bucket.OMBucketCreateRequest.validateAndUpdateCache(OMBucketCreateRequest.java:206)
	at org.apache.hadoop.ozone.protocolPB.OzoneManagerRequestHandler.handleWriteRequest(OzoneManagerRequestHandler.java:304) 
2022-08-09 16:05:54,685 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_BUCKET {volume=25044-target, bucket=bucket3, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1660061154662, bucketEncryptionKey=null, modificationTime=1660061154662, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
